seq_id,frame_idx,track_id,cx,cy,bbox_x1,bbox_y1,bbox_x2,bbox_y2,conf,is_interpolated,velocity_norm,vel_px_sec,vel_px_sec_smooth,vehicle_count,roi_occupancy,track_length_real,inter_vehicle_dist_norm,dwell_time_sec,proximity_flag,proximity_count_rolling,split,tracker
MVI_20032,11,1,501.5937476426002,334.92470691899257,469.4658638529462,292.9005867464103,533.7216314322542,376.9488270915748,0.9281,False,0.1410845352248407,3.527113380621019,3.527113380621019,8,0.8888888888888888,318,0.16406510087282494,0.0,False,0.0,train,sort
MVI_20032,12,1,499.4888037820192,328.9580000612229,468.1971155349132,287.54309810320035,530.7804920291251,370.37290201924543,0.9204,False,0.143608289614073,3.590207240351825,3.558660310486422,7,0.7777777777777778,318,0.15974044500651752,0.04,False,0.0,train,sort
MVI_20032,13,1,497.3058446346895,323.5935690811156,466.47838842473874,283.07043667680506,528.1333008446403,364.11670148542606,0.8965,False,0.131453172349681,3.286329308742027,3.4678833099049573,7,0.7777777777777778,318,0.15492916242605556,0.08,False,0.0,train,sort
MVI_20032,14,1,495.2982178420159,318.86548132269684,465.2087556527322,279.1363969689408,525.3876800312996,358.59456567645293,0.8718,False,0.1165884363747815,2.9147109093695374,3.3295902097711023,8,0.8888888888888888,318,0.1511781787510019,0.12,False,0.0,train,sort
MVI_20032,15,1,493.38985093318456,313.800951534907,463.9664712672432,275.0157273461938,522.813230599126,352.5861757236203,0.9138,False,0.1228409950604934,3.0710248765123365,3.277877143119349,8,0.8888888888888888,318,0.14753128357008047,0.16,True,1.0,train,sort
MVI_20032,16,1,491.5554465369649,308.7234321259121,462.70476903297777,270.2988676506512,520.406124040952,347.1479966011732,0.8814,False,0.1225363944452608,3.0634098611315204,3.1851364392214494,8,0.8888888888888888,318,0.14354709742562927,0.2,True,2.0,train,sort
MVI_20032,17,1,489.5268872499181,304.7734692667357,461.0912536222134,267.44286275313374,517.9625208776228,342.10407578033767,0.8706,False,0.1007852743954089,2.5196318598852225,2.971021363128129,8,0.8888888888888888,318,0.14010909566529955,0.24,True,3.0,train,sort
MVI_20032,18,1,487.3249568138318,300.7514622576072,458.936329958756,264.1947015257827,515.7135836689076,337.3082229894317,0.8935,False,0.1040739895016108,2.6018497375402703,2.8341254488877774,7,0.7777777777777778,318,0.13717953763165225,0.28,True,4.0,train,sort
MVI_20032,19,1,485.47003299682194,295.6980182727583,457.7177034128819,259.4992789484442,513.2223625807619,331.8967575970724,0.9053,False,0.1221823011345598,3.054557528363995,2.862094772686669,7,0.7777777777777778,318,0.13339031755068637,0.32,True,5.0,train,sort
MVI_20032,20,1,483.82138386217656,291.5283806098154,456.6104310072491,255.76640043248628,511.032336717104,327.2903607871445,0.8921,False,0.1017686949771127,2.544217374427818,2.756733272269765,7,0.7777777777777778,318,0.13002464271543374,0.36,True,6.0,train,sort
MVI_20032,21,1,482.2804537939919,288.19485469387075,455.5954221956956,253.6465884970611,508.9654853922882,322.7431208906804,0.8745,False,0.0833545364572078,2.083863411430196,2.5608239823295,7,0.7777777777777778,318,0.12724825220491814,0.4,True,7.0,train,sort
MVI_20032,22,1,480.6778898212781,284.1142832414744,454.4167027114742,250.005104649028,506.939076931082,318.2234618339209,0.8793,False,0.099504404407197,2.487610110179927,2.554419632388441,7,0.7777777777777778,318,0.12364831362830929,0.44,True,8.0,train,sort
MVI_20032,23,1,479.2642588678688,280.92925124452955,453.2982541603083,247.6717870856853,505.2302635754292,314.1867154033738,0.8391,False,0.0790920613052586,1.977301532631466,2.42950999140668,7,0.7777777777777778,318,0.12137596584679532,0.48,True,9.0,train,sort
MVI_20032,24,1,478.0157185570204,277.1813244451197,452.5345844955301,244.84256356093164,503.4968526185106,309.52008532930773,0.8946,False,0.0896637586718412,2.241593966796032,2.266917279093088,8,0.8888888888888888,318,0.11878132778267284,0.52,True,10.0,train,sort
MVI_20032,25,1,476.39894650714746,274.16963416225553,451.21698521346417,242.27752113552032,501.5809078008307,306.06174718899075,0.8827,False,0.0775843025966681,1.9396075649167035,2.145995317190865,8,0.8888888888888888,318,0.11668203348404983,0.56,True,11.0,train,sort
MVI_20032,26,1,474.834371717861,270.3682928127675,449.9948804712456,238.29192672609847,499.6738629644764,302.4446588994365,0.899,False,0.0933023583886294,2.3325589597157355,2.195734426847973,7,0.7777777777777778,318,0.11339310060936239,0.6,True,12.0,train,sort
MVI_20032,27,1,473.4743112135802,267.8891587659377,449.1416246668051,236.76461056514208,497.8069977603553,299.0137069667333,0.835,False,0.0641810289616562,1.6045257240414053,2.0191175496202685,7,0.7777777777777778,318,0.11123873306267508,0.64,True,13.0,train,sort
MVI_20032,28,1,472.0448498653682,264.6954783962661,447.943531582695,233.94520920556272,496.1461681480414,295.44574758696945,0.8676,False,0.0794176290858918,1.985440727147296,2.0207453885234345,7,0.7777777777777778,318,0.10852477245414914,0.68,True,14.0,train,sort
MVI_20032,29,1,470.68042856709474,260.7293585968206,446.7701138570322,229.6438477658532,494.5907432771573,291.8148694277879,0.8725,False,0.0951981155594726,2.3799528889868173,2.0484171729615914,7,0.7777777777777778,318,0.10489400746550388,0.72,True,15.0,train,sort
MVI_20032,30,1,469.4627370480535,258.8686574876608,446.00393008680015,229.01923157798728,492.9215440093069,288.7180833973342,0.8594,False,0.0504726529293855,1.2618163232346395,1.9128589246251784,7,0.7777777777777778,318,0.10349706128769127,0.76,True,16.0,train,sort
MVI_20032,31,1,468.3025328122623,255.947978190916,445.18865097296,226.8475381037005,491.4164146515646,285.0484182781314,0.8934,False,0.0713303005625609,1.7832575140640246,1.8029986354948364,7,0.7777777777777778,318,0.10168480580336048,0.8,True,17.0,train,sort
MVI_20032,32,1,467.1174281160291,253.37494434480112,444.2747131020793,224.69595803676805,489.96014312997886,282.0539306528342,0.8553,False,0.0642977369350292,1.6074434233757309,1.8035821753617007,7,0.7777777777777778,318,0.10006198830747443,0.84,True,18.0,train,sort
MVI_20032,33,1,466.07841043894473,250.564344167874,443.5179891243433,222.2414924899228,488.6388317535462,278.88719584582526,0.9132,False,0.068012469703683,1.7003117425920762,1.7465563784506577,7,0.7777777777777778,318,0.09830493120197727,0.88,True,19.0,train,sort
MVI_20032,34,1,464.8351042955642,247.13776200928908,442.61727008026537,219.4079738162516,487.0529385108629,274.8675502023266,0.9085,False,0.0827354773669917,2.068386934174793,1.6842431874882529,7,0.7777777777777778,318,0.09580900403236385,0.92,True,20.0,train,sort
MVI_20032,35,1,464.01649968185086,244.38820423150776,442.241970460053,217.23227692972512,485.7910289036488,271.54413153329045,0.8815,False,0.065114620523516,1.6278655130879,1.757453025458905,7,0.7777777777777778,318,0.09427767987828317,0.96,True,21.0,train,sort
MVI_20032,36,1,463.0447561051676,241.6384479907971,441.5748061961387,214.83439425267736,484.5147060141965,268.4425017289168,0.8639,False,0.0661945641840659,1.6548641046016497,1.7317743435664297,7,0.7777777777777778,318,0.0925802333694982,1.0,True,22.0,train,sort
MVI_20032,37,1,462.01170753134176,238.46889361918497,440.7754073605389,211.8470096258044,483.2480077021446,265.09077761256555,0.8633,False,0.0756649289826904,1.89162322456726,1.7886103038047358,7,0.7777777777777778,318,0.09070741079837455,1.04,True,23.0,train,sort
MVI_20032,38,1,460.788551673921,235.8072410827778,439.79417585037805,209.56871780920807,481.7829274974639,262.0457643563475,0.867,False,0.0664860020963006,1.6621500524075172,1.7809779657678242,7,0.7777777777777778,318,0.08909146230448055,1.08,True,24.0,train,sort
MVI_20032,39,1,459.5631874545701,233.3549830354892,438.6389557499041,207.7024283738592,480.487419159236,259.0075376971192,0.8807,False,0.0622215483646969,1.5555387091174242,1.6784083207563505,7,0.7777777777777778,318,0.08739817898185093,1.12,True,25.0,train,sort
MVI_20032,40,1,458.479859275429,230.68429722493616,437.5810307185245,205.09544570222408,479.3786878323335,256.27314874764824,0.9039,False,0.065414499554637,1.6353624888659268,1.6799077159119555,8,0.8888888888888888,318,0.08582969852961905,1.16,True,26.0,train,sort
MVI_20032,41,1,457.5403299049637,227.7974023167008,436.8476033648928,202.17268337922965,478.2330564450344,253.4221212541719,0.9056,False,0.0689073770808393,1.7226844270209842,1.6934717803958226,8,0.8888888888888888,318,0.08368402462924343,1.2,True,27.0,train,sort
MVI_20032,42,1,456.6152632192127,225.7678623961171,436.11945621048426,200.4750811185629,477.1110702279411,251.06064367367128,0.9101,False,0.0506245034652287,1.2656125866307175,1.5682696528085145,8,0.8888888888888888,318,0.08179245531984651,1.24,True,28.0,train,sort
MVI_20032,43,1,455.78303589533925,224.33953924119643,435.54916071922975,199.75723006959072,476.0169110714488,248.9218484128021,0.9012,False,0.0375206652140804,0.93801663035201,1.4234429683974128,8,0.8888888888888888,318,0.08081923442087273,1.28,True,29.0,train,sort
MVI_20032,44,1,454.8906357741084,222.40217447243992,434.9071836570941,197.9572813889416,474.8740878911228,246.8470675559383,0.8546,False,0.0484136763577963,1.2103419089449092,1.3544036083629094,8,0.8888888888888888,318,0.07943190252088625,1.32,True,30.0,train,sort
MVI_20032,45,1,454.12372597620754,220.1169105695216,434.3479207300628,196.0623138535104,473.89953122235227,244.17150728553287,0.8832,False,0.054712129099566,1.36780322748915,1.300891756087554,9,1.0,318,0.07809550585875946,1.36,True,31.0,train,sort
MVI_20032,46,1,453.38420735863343,218.16057101173664,433.7407258299461,194.48850466665584,473.0276888873208,241.8326373568174,0.8735,False,0.0474701665637984,1.1867541640949604,1.1937057035023495,9,1.0,318,0.0771464068138196,1.4,True,32.0,train,sort
