seq_id,frame_idx,track_id,cx,cy,bbox_x1,bbox_y1,bbox_x2,bbox_y2,conf,is_interpolated,velocity_norm,vel_px_sec,vel_px_sec_smooth,vehicle_count,roi_occupancy,track_length_real,split,tracker
MVI_20011,11,1,391.15107873167545,188.7808458363631,374.3191846354988,162.46599399001863,407.9829728278521,215.0956976827076,0.8915,False,0.0585053878296639,1.4626346957415977,1.4626346957415977,7,0.4117647058823529,74,train,sort
MVI_20011,12,1,391.3178538727891,190.51166700309017,374.1705847467742,163.55208531780875,408.465122998804,217.4712486883716,0.8823,False,0.0394668809872097,0.9866720246802428,1.2246533602109202,7,0.4117647058823529,74,train,sort
MVI_20011,13,1,391.8732038194847,192.6925144721273,374.4851857480149,165.1177107601092,409.2612218909544,220.2673181841454,0.8969,False,0.0510790124407391,1.2769753110184774,1.242094010480106,7,0.4117647058823529,74,train,sort
MVI_20011,14,1,393.5148492435421,197.0543381818523,375.9646254918934,169.73229497415377,411.06507299519086,224.3763813895508,0.8839,False,0.1057812694985202,2.6445317374630077,1.5927034422258313,7,0.4117647058823529,74,train,sort
MVI_20011,15,1,395.641829819024,202.61144454719897,378.0625158734099,175.8014714542266,413.22114376463816,229.4214176401713,0.9365,False,0.1350544927101731,3.3763623177543294,1.949435217331531,7,0.4117647058823529,74,train,sort
MVI_20011,16,1,396.4097427541658,206.17608867520312,378.2020583586701,178.82365194967508,414.6174271496615,233.52852540073116,0.9397,False,0.0827638118939654,2.069095297349136,2.070727337653038,7,0.4117647058823529,74,train,sort
MVI_20011,17,1,396.33739929411615,208.677424847776,377.0550018422453,180.4312211749616,415.619796745987,236.92362852059048,0.9375,False,0.0567972664482187,1.419931661205469,2.157379264958084,8,0.4705882352941176,74,train,sort
MVI_20011,18,1,396.5904318033402,210.49960643772684,376.8500060300619,181.2952820898699,416.33085757661854,239.7039307855838,0.9367,False,0.0417554148661428,1.0438853716535712,2.1107612770851025,9,0.5294117647058824,74,train,sort
MVI_20011,19,1,396.7415867218182,211.62057855849335,376.67731295498726,181.34524370709656,416.80586048864905,241.8959134098901,0.9314,False,0.0256732852169635,0.6418321304240878,1.7102213556773187,10,0.5882352941176471,74,train,sort
MVI_20011,20,1,396.9469074470575,213.52878078132284,376.4595794043546,182.45657140648217,417.43423548976045,244.6009901561635,0.9222,False,0.0435609956046079,1.0890248901151989,1.252753870149493,9,0.5294117647058824,74,train,sort
MVI_20011,21,1,397.4569241198611,215.57249347025945,377.0185079468844,184.23060961357345,417.89534029283794,246.91437732694544,0.9046,False,0.0478093213450802,1.1952330336270067,1.0779814174050668,9,0.5294117647058824,74,train,sort
MVI_20011,22,1,397.2626293933404,217.5942478307706,376.43865630441735,185.89772529190947,418.0866024822634,249.29077036963173,0.918,False,0.0460997401799023,1.1524935044975588,1.0244937860634846,9,0.5294117647058824,74,train,sort
MVI_20011,23,1,397.3309792220529,219.88948293582945,376.3566951374148,187.5577934285653,418.3052633066911,252.2211724430936,0.9039,False,0.0521186867479905,1.3029671686997626,1.0763101454727229,9,0.5294117647058824,74,train,sort
MVI_20011,24,1,397.5583624417504,222.8363091550364,376.2559140496448,190.3277275267902,418.8608108338561,255.3448907832826,0.8895,False,0.0670837591403478,1.677093978508697,1.2833625150896448,9,0.5294117647058824,74,train,sort
MVI_20011,25,1,398.35578386633983,226.02127306333583,377.2796759506727,193.39345674852785,419.431891782007,258.6490893781438,0.9119,False,0.0745213460833324,1.863033652083312,1.438164267483267,9,0.5294117647058824,74,train,sort
MVI_20011,26,1,398.735151540028,228.8171146907188,377.3956272767754,195.3722328800752,420.07467580328057,262.2619965013625,0.8911,False,0.0640395216634425,1.6009880415860624,1.5193152690750786,9,0.5294117647058824,74,train,sort
MVI_20011,27,1,398.9342007683872,231.67100726470824,377.3225886848247,197.64276571756648,420.5458128519498,265.69924881185,0.8949,False,0.0649329597782938,1.623323994457346,1.6134813670670358,9,0.5294117647058824,74,train,sort
MVI_20011,28,1,399.07751075075146,234.78681137979095,377.0280286035908,200.41590931340704,421.1269928979121,269.1577134461749,0.9062,False,0.0707950419957312,1.7698760498932806,1.7068631433057395,10,0.5882352941176471,74,train,sort
MVI_20011,29,1,399.57550289079313,237.9871373651734,377.5128302508024,203.1236857953538,421.6381755307839,272.85058893499297,0.8993,False,0.0735128502281426,1.8378212557035656,1.7390085987447133,10,0.5882352941176471,74,train,sort
MVI_20011,30,1,400.1181446912934,240.72029119646828,377.76448076731776,205.13190186145832,422.4718086152691,276.3086805314783,0.9213,False,0.0632460011600499,1.5811500290012477,1.6826318741283004,10,0.5882352941176471,74,train,sort
MVI_20011,31,1,400.7645717162257,243.72042658108015,378.2273665415264,207.3116137538708,423.301776890925,280.1292394082896,0.9062,False,0.069657652436664,1.7414413109166,1.7107225279944085,10,0.5882352941176471,74,train,sort
MVI_20011,32,1,401.2210379823844,246.92301812908093,378.6261415561998,209.88331601730567,423.815934408569,283.9627202408562,0.9258,False,0.0734247491156486,1.835618727891215,1.7531814746811818,11,0.6470588235294118,74,train,sort
MVI_20011,33,1,401.9371620737362,250.50803611728875,379.0846979408331,212.7926893747569,424.78962620663935,288.2233828598206,0.9326,False,0.0829776897022961,2.074442242557403,1.8140947132140064,11,0.6470588235294118,74,train,sort
MVI_20011,34,1,402.8489969424765,254.32564702999912,379.8656789887366,216.1029708078633,425.8323148962164,292.54832325213494,0.9021,False,0.0890867383656704,2.227168459141762,1.8919641539016452,11,0.6470588235294118,74,train,sort
MVI_20011,35,1,403.7269975221063,258.56677248292067,380.4609443997744,219.58904668034316,426.9930506444382,297.54449828549826,0.8795,False,0.0983031472565086,2.457578681412716,2.0672498843839398,11,0.6470588235294118,74,train,sort
MVI_20011,36,1,404.5298333048892,263.18578233896085,380.9451987129982,223.76562402558088,428.1144678967802,302.6059406523408,0.9177,False,0.1064107856771899,2.6602696419297485,2.251015550586569,11,0.6470588235294118,74,train,sort
MVI_20011,37,1,405.2068941545921,267.91579360136154,381.1383985700267,227.828005232124,429.2753897391575,308.0035819705991,0.8928,False,0.1084526703675714,2.7113167591892866,2.426155156846183,11,0.6470588235294118,74,train,sort
MVI_20011,38,1,405.9821777187034,272.4154854571972,381.5409746301674,231.3525799880272,430.4233808072395,313.4783909263671,0.923,False,0.1036356181555631,2.5908904538890773,2.529444799112518,10,0.5882352941176471,74,train,sort
MVI_20011,39,1,406.7371757405198,277.642365282682,381.80109493160376,236.3479000406085,431.6732565494357,318.93683052475563,0.9358,False,0.1198671997128317,2.996679992820793,2.6833471058483243,10,0.5882352941176471,74,train,sort
MVI_20011,40,1,407.6579047948502,282.71309189026795,382.30744813176784,240.4608053279446,433.0083614579326,324.96537845259127,0.9343,False,0.116973619268925,2.924340481723127,2.7766994659104065,10,0.5882352941176471,74,train,sort
MVI_20011,41,1,408.29709981358974,288.5808313853084,382.4630750013709,245.98379958449183,434.1311246258086,331.1778631861249,0.9489,False,0.1339695985245156,3.34923996311289,2.914493530147035,10,0.5882352941176471,74,train,sort
