seq_id,frame_idx,track_id,cx,cy,bbox_x1,bbox_y1,bbox_x2,bbox_y2,conf,is_interpolated,velocity_norm,vel_px_sec,vel_px_sec_smooth,vehicle_count,roi_occupancy,track_length_real,inter_vehicle_dist_norm,dwell_time_sec,proximity_flag,proximity_count_rolling,split,tracker
MVI_20011,11,1,391.15107873167545,188.7808458363631,374.3191846354988,162.46599399001863,407.9829728278521,215.0956976827076,0.8915,False,0.0585053878296639,1.4626346957415977,1.4626346957415977,7,0.4117647058823529,74,0.06289809181168834,0.0,True,1.0,train,sort
MVI_20011,12,1,391.3178538727891,190.51166700309017,374.1705847467742,163.55208531780875,408.465122998804,217.4712486883716,0.8823,False,0.0394668809872097,0.9866720246802428,1.2246533602109202,7,0.4117647058823529,74,0.06379332785033706,0.04,True,2.0,train,sort
MVI_20011,13,1,391.8732038194847,192.6925144721273,374.4851857480149,165.1177107601092,409.2612218909544,220.2673181841454,0.8969,False,0.0510790124407391,1.2769753110184774,1.242094010480106,7,0.4117647058823529,74,0.06516484837985406,0.08,True,3.0,train,sort
MVI_20011,14,1,393.5148492435421,197.0543381818523,375.9646254918934,169.73229497415377,411.06507299519086,224.3763813895508,0.8839,False,0.1057812694985202,2.644531737463008,1.5927034422258313,7,0.4117647058823529,74,0.06666535679915304,0.12,True,4.0,train,sort
MVI_20011,15,1,395.641829819024,202.61144454719897,378.0625158734099,175.8014714542266,413.22114376463816,229.4214176401713,0.9365,False,0.1350544927101731,3.3763623177543294,1.949435217331531,7,0.4117647058823529,74,0.0680649113286106,0.16,True,5.0,train,sort
MVI_20011,16,1,396.4097427541658,206.17608867520312,378.2020583586701,178.82365194967508,414.6174271496615,233.5285254007312,0.9397,False,0.0827638118939654,2.069095297349136,2.070727337653038,7,0.4117647058823529,74,0.06896942619186763,0.2,True,6.0,train,sort
MVI_20011,17,1,396.33739929411615,208.677424847776,377.0550018422453,180.4312211749616,415.619796745987,236.92362852059048,0.9375,False,0.0567972664482187,1.419931661205469,2.157379264958084,8,0.4705882352941176,74,0.07011373333314777,0.24,True,7.0,train,sort
MVI_20011,18,1,396.5904318033402,210.49960643772684,376.8500060300619,181.2952820898699,416.33085757661854,239.7039307855838,0.9367,False,0.0417554148661428,1.0438853716535712,2.1107612770851025,9,0.5294117647058824,74,0.0716922338214423,0.28,True,8.0,train,sort
MVI_20011,19,1,396.7415867218182,211.6205785584933,376.67731295498726,181.34524370709656,416.80586048864905,241.8959134098901,0.9314,False,0.0256732852169635,0.6418321304240878,1.7102213556773187,10,0.5882352941176471,74,0.07318994531528189,0.32,True,9.0,train,sort
MVI_20011,20,1,396.9469074470575,213.52878078132284,376.4595794043546,182.45657140648217,417.43423548976045,244.6009901561635,0.9222,False,0.0435609956046079,1.0890248901151989,1.252753870149493,9,0.5294117647058824,74,0.07505199358144728,0.36,True,10.0,train,sort
