seq_id,frame_idx,track_id,cx,cy,bbox_x1,bbox_y1,bbox_x2,bbox_y2,conf,is_interpolated,velocity_norm,vel_px_sec,vel_px_sec_smooth,vehicle_count,roi_occupancy,track_length_real,inter_vehicle_dist_norm,dwell_time_sec,proximity_flag,proximity_count_rolling,split,tracker
MVI_20032,11,1,501.5937476426002,334.92470691899257,469.4658638529462,292.9005867464103,533.7216314322542,376.9488270915748,0.9281,False,0.1410845352248407,0.056413494058924506,0.013347292274817964,0.2727272727272727,0.8717948717948718,318,0.29751536933925465,0.0,False,0.0,train,sort
MVI_20032,12,1,499.4888037820192,328.9580000612229,468.1971155349132,287.54309810320035,530.7804920291251,370.37290201924543,0.9204,False,0.143608289614073,0.0574229882879986,0.013467058769530029,0.22727272727272727,0.7435897435897436,318,0.28942070668960107,0.0011185682326621926,False,0.0,train,sort
MVI_20032,13,1,497.3058446346895,323.5935690811156,466.47838842473874,283.07043667680506,528.1333008446403,364.11670148542606,0.8965,False,0.131453172349681,0.05256097763257367,0.013122427985916429,0.22727272727272727,0.7435897435897436,318,0.28041520183442553,0.002237136465324385,False,0.0,train,sort
MVI_20032,14,1,495.2982178420159,318.86548132269684,465.2087556527322,279.1363969689408,525.3876800312996,358.59456567645293,0.8718,False,0.1165884363747815,0.04661512757386956,0.01259740447597226,0.2727272727272727,0.8717948717948718,318,0.27339430852116353,0.0033557046979865775,False,0.0,train,sort
MVI_20032,15,1,493.38985093318456,313.800951534907,463.9664712672432,275.0157273461938,522.813230599126,352.5861757236203,0.9138,False,0.1228409950604934,0.04911613240108396,0.012401078153565712,0.2727272727272727,0.8717948717948718,318,0.2665682425587375,0.00447427293064877,True,0.02,train,sort
MVI_20032,16,1,491.5554465369649,308.7234321259121,462.70476903297777,270.2988676506512,520.406124040952,347.1479966011732,0.8814,False,0.1225363944452608,0.048994293063404463,0.012048992258983555,0.2727272727272727,0.8717948717948718,318,0.25911085316874805,0.005592841163310963,True,0.04,train,sort
MVI_20032,17,1,489.5268872499181,304.7734692667357,461.0912536222134,267.44286275313374,517.9625208776228,342.10407578033767,0.8706,False,0.1007852743954089,0.04029390991205382,0.011236114041099438,0.2727272727272727,0.8717948717948718,318,0.2526757828882204,0.006711409395973155,True,0.06,train,sort
MVI_20032,18,1,487.3249568138318,300.7514622576072,458.936329958756,264.1947015257827,515.7135836689076,337.3082229894317,0.8935,False,0.1040739895016108,0.041609386146565536,0.010716394884309127,0.22727272727272727,0.7435897435897436,318,0.24719239074603694,0.007829977628635349,True,0.08,train,sort
MVI_20032,19,1,485.47003299682194,295.6980182727583,457.7177034128819,259.4992789484442,513.2223625807619,331.8967575970724,0.9053,False,0.1221823011345598,0.0488526567951402,0.010822579159138786,0.22727272727272727,0.7435897435897436,318,0.24009992854582457,0.00894854586129754,True,0.1,train,sort
MVI_20032,20,1,483.82138386217656,291.5283806098154,456.6104310072491,255.76640043248628,511.032336717104,327.2903607871445,0.8921,False,0.1017686949771127,0.040687275211869975,0.010422578980472427,0.22727272727272727,0.7435897435897436,318,0.23380023598715155,0.010067114093959733,True,0.12,train,sort
MVI_20032,21,1,482.2804537939919,288.19485469387075,455.5954221956956,253.6465884970611,508.9654853922882,322.7431208906804,0.8745,False,0.0833545364572078,0.033321666720643295,0.009678818207624383,0.22727272727272727,0.7435897435897436,318,0.2286035347325121,0.011185682326621926,True,0.14,train,sort
MVI_20032,22,1,480.6778898212781,284.1142832414744,454.4167027114742,250.005104649028,506.939076931082,318.2234618339209,0.8793,False,0.099504404407197,0.0397815657367209,0.0096545043822657,0.22727272727272727,0.7435897435897436,318,0.2218653596642599,0.012304250559284118,True,0.16,train,sort
MVI_20032,23,1,479.2642588678688,280.92925124452955,453.2982541603083,247.6717870856853,505.2302635754292,314.1867154033738,0.8391,False,0.0790920613052586,0.03161668937188731,0.009180290570653737,0.22727272727272727,0.7435897435897436,318,0.2176120989927352,0.01342281879194631,True,0.18,train,sort
MVI_20032,24,1,478.0157185570204,277.1813244451197,452.5345844955301,244.84256356093164,503.4968526185106,309.52008532930773,0.8946,False,0.0896637586718412,0.035845336790438054,0.008563014680333837,0.2727272727272727,0.8717948717948718,318,0.21275559237664804,0.014541387024608502,True,0.2,train,sort
MVI_20032,25,1,476.39894650714746,274.16963416225553,451.21698521346417,242.27752113552032,501.5809078008307,306.06174718899075,0.8827,False,0.0775843025966681,0.031013590385055488,0.008103939912281123,0.2727272727272727,0.8717948717948718,318,0.20882624408281403,0.015659955257270698,True,0.22,train,sort
MVI_20032,26,1,474.834371717861,270.3682928127675,449.9948804712456,238.29192672609847,499.6738629644764,302.4446588994365,0.899,False,0.0933023583886294,0.03730076582571977,0.0082927721960928,0.22727272727272727,0.7435897435897436,318,0.20267019307645207,0.016778523489932886,True,0.24,train,sort
MVI_20032,27,1,473.4743112135802,267.8891587659377,449.1416246668051,236.76461056514208,497.8069977603553,299.0137069667333,0.835,False,0.0641810289616562,0.0256523209037722,0.007622254196946672,0.22727272727272727,0.7435897435897436,318,0.1986377615829641,0.01789709172259508,True,0.26,train,sort
MVI_20032,28,1,472.0448498653682,264.6954783962661,447.943531582695,233.94520920556272,496.1461681480414,295.44574758696945,0.8676,False,0.0794176290858918,0.03174691551319643,0.007628434213836428,0.22727272727272727,0.7435897435897436,318,0.1935579133246046,0.019015659955257273,True,0.28,train,sort
MVI_20032,29,1,470.68042856709474,260.7293585968206,446.7701138570322,229.6438477658532,494.5907432771573,291.8148694277879,0.8725,False,0.0951981155594726,0.038059063040320876,0.007733488893918641,0.22727272727272727,0.7435897435897436,318,0.18676203900493266,0.020134228187919465,True,0.3,train,sort
MVI_20032,30,1,469.4627370480535,258.8686574876608,446.00393008680015,229.01923157798728,492.9215440093069,288.7180833973342,0.8594,False,0.0504726529293855,0.020169011373495464,0.007218848125329466,0.22727272727272727,0.7435897435897436,318,0.18414730886253844,0.021252796420581657,True,0.32,train,sort
MVI_20032,31,1,468.3025328122623,255.947978190916,445.18865097296,226.8475381037005,491.4164146515646,285.0484182781314,0.8934,False,0.0713303005625609,0.028512008222787526,0.00680176849845824,0.22727272727272727,0.7435897435897436,318,0.18075522467500094,0.022371364653243853,True,0.34,train,sort
MVI_20032,32,1,467.1174281160291,253.37494434480112,444.2747131020793,224.69595803676805,489.96014312997886,282.0539306528342,0.8553,False,0.0642977369350292,0.025699003745062014,0.006803983881212672,0.22727272727272727,0.7435897435897436,318,0.17771772051808193,0.02348993288590604,True,0.36,train,sort
MVI_20032,33,1,466.07841043894473,250.564344167874,443.5179891243433,222.2414924899228,488.6388317535462,278.88719584582526,0.9132,False,0.068012469703683,0.02718488577403761,0.006587488018276487,0.22727272727272727,0.7435897435897436,318,0.17442895374336959,0.024608501118568236,True,0.38,train,sort
MVI_20032,34,1,464.8351042955642,247.13776200928908,442.61727008026537,219.4079738162516,487.0529385108629,274.8675502023266,0.9085,False,0.0827354773669917,0.03307404493078316,0.006350918802579992,0.22727272727272727,0.7435897435897436,318,0.16975720897090607,0.02572706935123043,True,0.4,train,sort
MVI_20032,35,1,464.01649968185086,244.38820423150776,442.241970460053,217.23227692972512,485.7910289036488,271.54413153329045,0.8815,False,0.065114620523516,0.026025754744256353,0.006628856646598184,0.22727272727272727,0.7435897435897436,318,0.16689095722331132,0.02684563758389262,True,0.42,train,sort
MVI_20032,36,1,463.0447561051676,241.6384479907971,441.5748061961387,214.83439425267736,484.5147060141965,268.4425017289168,0.8639,False,0.0661945641840659,0.026457728987749205,0.006531368690330822,0.22727272727272727,0.7435897435897436,318,0.1637137664180281,0.027964205816554812,True,0.44,train,sort
MVI_20032,37,1,462.01170753134176,238.46889361918497,440.7754073605389,211.8470096258044,483.2480077021446,265.09077761256555,0.8633,False,0.0756649289826904,0.030245846663632156,0.006747143846911158,0.22727272727272727,0.7435897435897436,318,0.16020831595340013,0.029082774049217004,True,0.46,train,sort
